English, Arabic
fries,بطاطا مقلية
capacity,سعة
lena,لينا
opponent,الخصم
chains,السلاسل
minus,ناقص
caitlyn,كايتلين
apples,التفاح
angie,انجي
seattle,سياتل
aww,رائع
instrument,أداة
healing,شفاء
convention,مؤتمر
messenger,رسول
explore,يستكشف
sonia,سونيا
versus,عكس
survivor,الناجي
ruled,حكم
boyd,بويد
clarence,كلارنس
madison,ماديسون
cough,سعال
experts,خبراء
disguise,تنكر
archer,آرتشر
bicycle,دراجة
noises,ضوضاء
inviting,دعوة
pregnancy,الحمل
declared,أعلن
yi,يي
vicky,فيكي
drums,الطبول
wooden,خشبي
innocence,البراءة
mouths,أفواه
bees,النحل
creaking,صرير
cloth,قطعة قماش
sasha,ساشا
unh,امم المتحدة
skies,سماء
painter,رسام
allies,حلفاء
miguel,ميغيل
pond,بركة
runway,المدرج
robbie,روبي
assist,يساعد
lana,لانا
presented,قدم
mona,منى
sickness,مرض
civilian,مدني
fighters,المقاتلين
facebook,فيسبوك
customs,جمارك
florence,فلورنسا
remembers,يتذكر
sharks,أسماك القرش
juliet,جولييت
shrimp,جمبري
tore,مزق
seventh,السابع
ou,أوو
avoiding,تجنب
dawson,داوسون
isaac,إسحاق
rolled,توالت
championship,بطولة
household,أُسرَة
float,يطفو
chad,تشاد
ballet,الباليه
cracking,تكسير
raj,راج
possessed,ممسوس
harmless,غير مؤذية
curiosity,فضول
vicious,شرير
officials,المسؤولين
glove,قفاز
nearest,الأقرب
manny,ماني
begged,توسل
que,كيو
withdraw,ينسحب
shocking,صادم
guessed,خمنت
nightmares,الكوابيس
greedy,طماع
forehead,جبهته
corps,فيلق
pirates,القراصنة
rudy,رودي
reservation,حجز
hunters,الصيادين
fog,ضباب
flu,الإنفلونزا
good-looking,حسن المظهر
hint,تَلمِيح
peanut,الفول السوداني
stark,صارخ
gamble,مقامرة
erin,ايرين
autumn,خريف
bracelet,إسورة
contain,يحتوي
arrogant,متكبر
simpson,سيمبسون
piper,بايبر
knocks,يقرع
sperm,الحيوانات المنوية
gesture,إيماءة
materials,مواد
lindsay,ليندساي
alexis,الكسيس
ticking,موقوتة
standards,المعايير
ribs,أضلاعه
receipt,إيصال
regards,يعتبر
whatsoever,على الإطلاق
homeland,الوطن
leap,خطوة
targets,الأهداف
snoring,الشخير
damon,ديمون
leaf,ورقة
jar,جرة
brooke,بروك
proposed,مقترح
savage,متوحش
caring,رعاية
ivy,لبلاب
approximately,تقريبًا
d.,د.
kidnap,خطف
carries,يحمل
bounce,ترتد
creek,الخور
pony,ترجمة حرفية
cleaner,نظافة
businessman,رجل أعمال
ha-ha,ها ها
lunatic,مجنون
unlikely,غير محتمل
gal,غال
situations,المواقف
colony,مستعمرة
sells,يبيع
choi,تشوي
chambers,الغرف
volume,مقدار
sweets,حلويات
panties,سراويل
respects,النواحي
reads,يقرأ
seeds,بذور
engage,يخطب
explosives,المتفجرات
stewart,ستيوارت
violet,البنفسجي
mutual,مشترك
lighting,إضاءة
scores,العشرات
lenny,ليني
savings,المدخرات
beware,احذر
stephanie,ستيفاني
educated,متعلمين
complaints,الشكاوى
cassie,كاسي
doomed,محكوم عليه بالفشل
offensive,جارح
harvest,محصول
qualified,مؤهَل
relaxed,استرخاء
cape,الرأس
buffalo,جاموس
triple,ثلاثية
fireworks,ألعاب نارية
palmer,بالمر
armor,درع
poverty,فقر
leadership,قيادة
rode,ركب
ambition,طموح
cakes,الكعك
trousers,بنطلون
bean,فول
melt,تذوب
racist,عنصري
bam,بام
ankle,كاحل
occupied,مشغول
nicer,أجمل
correctly,بشكل صحيح
terrifying,مرعب
hugh,هيو
gasp,اللحظات
villain,الشرير
willy,ويلي
marc,مارك
draft,مسودة
factor,عامل
whew,يا للعجب
countess,الكونتيسة
portrait,لَوحَة
suggests,يقترح
font,الخط
blair,بلير
learnt,تعلمت
pencil,قلم رصاص
coordinates,الإحداثيات
collapsed,انهار
reserve,احتياطي
jeffrey,جيفري
shirts,قمصان
umbrella,مظلة
stevie,ستيفي
ta,تا
traveled,سافر
auto,آلي
logical,منطقي
chew,مضغ
eliminate,اِسْتَبْعَد
beverly,بيفرلي
carbon,الكربون
cancelled,تم الإلغاء
crawling,الزحف
stepping,يخطو
independence,استقلال
medium,واسطة
canceled,تم الإلغاء
tess,تيس
fanny,فاني
seated,جالس
upbeat,متفائل
asian,الآسيوية
drowning,الغرق
messy,فوضوي
quest,السعي
represents,يمثل
fletcher,فليتشر
memorial,نصب تذكاري
doyle,دويل
stressed,وشدد
bearing,تحمل
watches,الساعات
spoon,ملعقة
cooperation,تعاون
tucker,تاكر
earthquake,زلزال
sailing,الإبحار
involve,يتضمن
houston,هيوستن
asia,آسيا
spectacular,مُذهِل
reliable,موثوق
it-,هو - هي-
breach,يخرق
sophisticated,متطور
echo,صدى
indicate,يشير
swamp,مستنقع
vehicles,المركبات
manual,يدوي
elegant,رائع
compound,مُجَمَّع
serves,يخدم
scares,يخيف
rattling,من الطراز الأول
pursue,يتحرى
dreamt,حلمت
stefan,ستيفان
revolutionary,ثوري
wa,وا
rig,تلاعب
convincing,مقنع
fiona,فيونا
tribal,قبلي
cleveland,كليفلاند
lex,ليكس
depth,عمق
blaming,إلقاء اللوم
aids,الإيدز
elaine,الين
wakes,يستيقظ
occur,يحدث
st,شارع
camping,التخييم
fart,ضرطة
stamp,ختم
kathy,كاثي
assassin,قاتل
approved,موافقة
crucial,مهم
annual,سنوي
torch,الشعلة
dallas,دالاس
fulfill,بكمل
bon,بون
resting,يستريح
reunion,جمع شمل
witnessed,شهد
graduated,تخرج
sub,الفرعية
howling,عواء
clyde,كلايد
hospitals,المستشفيات
stall,كشك
legacy,إرث
otto,أوتو
riot,أعمال شغب
shops,المحلات التجارية
whereabouts,مكان وجوده
teenager,مراهق
samuel,صموئيل
squealing,الصرير
mines,مناجم
danced,رقصت
crowded,مزدحم
orleans,اورليانز
literature,الأدب
rd,ثالثا
morgue,المشرحة
strongest,الأقوى
agnes,أغنيس
transmission,الانتقال
th,ذ
panel,لوحة
sole,نعل
sequence,تسلسل
sexually,جنسيا
o.k.,نعم.
georgie,جورجي
hugo,هوغو
denny,ديني
smack,صفعة
congratulate,تهنئة
anxiety,قلق
choking,الاختناق
tolerate,يسامح
mode,وضع
communications,الاتصالات
welfare,رعاية
dice,النرد
orphan,يتيم
locks,أقفال
settlement,مستعمرة
advertising,دعاية
uniforms,الزي الرسمي
mcgee,ماكجي
devoted,مخصص
shoots,يطلق النار
principles,مبادئ
circuit,الدائرة
nickname,كنية
dot,نقطة
elderman,شيخ
scenario,سيناريو
choir,جوقة
stunt,حيلة
smoked,مدخن
isolated,معزول
equally,على قدم المساواة
statements,البيانات
gil,جيل
shaw,شو
lipstick,أحمر الشفاه
courtesy,كياسة
hobby,هواية
hesitate,يتردد
hatch,يفقس
luis,لويس
sylvia,سيلفيا
phoned,اتصل هاتفيا
experiences,الخبرات
popped,برزت
quid,مضغة
fragile,قابل للكسر
husbands,الأزواج
fiction,خيالي
persuade,يقنع
pastor,القس
dolls,دمى
pose,أَثَار
ji,جي
ming,مينغ
rupees,روبية
tricked,خدع
ruins,أطلال
sadly,للأسف
owed,مستحق
importantly,الأهم من ذلك
louie,لوي
industrial,صناعي
musician,موسيقي
labour,تَعَب
evolution,تطور
salute,تحية
ba,بكالوريوس
cent,سنت
bartender,نادل
calendar,تقويم
hal,هال
miracles,معجزات
balcony,شرفة
horny,أقرن
regard,اعتبار
valerie,فاليري
fold,طية
organs,الأعضاء
nigel,نايجل
theo,ثيو
einstein,أينشتاين
boris,بوريس
suitable,مناسب
inaudible,غير مسموع
son-in-law,ابنه قانونياً
melody,لحن
phillip,فيليب
movements,الحركات
differences,الاختلافات
barbecue,الشواء
trading,تجارة
strongly,بقوة
fluid,سائل
scholarship,منحة دراسية
translation,ترجمة
cricket,لعبة الكريكيت
shuttle,مكوك
moans,يشتكي
quicker,أسرع
picks,يختار
murderers,القتلة
videos,أشرطة الفيديو
initial,أولي
perimeter,محيط
questioned,شكك
yea,نَعَم
cousins,أبناء عمومة
divided,مقسم
linked,مرتبط
laboratory,معمل
'but,'لكن
crab,كراب
pulls,تسحب
landlord,المالك
reggie,ريجي
hostile,عدائي
classified,مبوب
cultural,ثقافية
measures,مقاسات
update,تحديث
cottage,كوخ
backyard,الفناء الخلفي
amateur,الهاوي
chopper,ساطور
rash,متسرع
despair,يأس
honorable,مشرف
shiny,لامعة
hawk,صقر
shorts,سراويل
ni,ني
representative,ممثل
wong,وونغ
pouring,صب
distress,محنة
tanner,تانر
telegram,برقية
pimp,القواد
dip,تراجع
trophy,غنيمة
marilyn,مارلين
hallelujah,سبحان الله
neal,نيل
es,وفاق
howdy,مرحبًا
misses,يخطئ
flush,دافق
magician,ساحر
dynamite,ديناميت
cuba,كوبا
conquer,يغزو
unpleasant,غير سارة
jealousy,الغيرة
regrets,يندم
lifted,مرفوع
increased,زيادة
toxic,سامة
broadway,برودواي
sakes,أجل
pudding,بودنغ
rally,تجمع
needing,بحاجة
bloom,يزدهر
corporation,مؤسَّسة
buys,يشتري
disorder,اضطراب
interrupting,مقاطعة
sadness,الحزن
needn,حاجة
cease,توقف
barnes,بارنز
scoundrel,الوغد
sensible,منطقي
evans,إيفانز
specialist,متخصص
dragging,سحب
bribe,رشوة
burke,بورك
bothers,يزعج
interrogation,استجواب
prescription,روشتة
referring,في اشارة
knives,سكاكين
graduation,تخرُّج
t-shirt,تي شيرت
liking,تروق
bubbles,فقاعات
grid,شبكة
haircut,قصة شعر
regardless,يغض النظر
lodge,لودج
poisoning,تسمم
feathers,الريش
edgar,إدغار
software,برمجة
marina,مارينا
sophia,صوفيا
queens,ملكات
oak,بلوط
trips,رحلات
scaring,تخويف
avery,أفيري
awhile,فترة
sofa,أريكة
conscious,واعي
swords,السيوف
instincts,الغرائز
deliberately,عمدًا
starve,يتضورون جوعا
j.,ي.
venus,فينوس
olive,زيتون
maniac,مهووس
psychological,نفسية
robinson,روبنسون
soo,سو
belle,حسناء
landscape,منظر جمالي
straw,قَشَّة
dam,سد
mandy,ماندي
sayin,sayin
accuse,يتهم
is-,يكون-
rehab,إعادة التأهيل
switzerland,سويسرا
agenda,جدول الأعمال
glue,غراء
salesman,بائع
diner,العشاء
projects,المشاريع
floors,طوابق
mainly,خاصة
biological,البيولوجية
sincere,مخلص
weigh,وزن
pad,وسادة
swiss,سويسري
cue,جديلة
witches,السحرة
opposed,عارض
brand-new,علامة تجارية جديدة
tourists,السياح
sneaking,التسلل
harvard,هارفارد
spying,تجسس
sketch,رسم
parliament,البرلمان
behold,هوذا
blamed,اللوم
topic,عنوان
offices,مكاتب
sacrificed,ضحى
loop,حلقة
drivers,السائقين
battles,معارك
blond,أشقر
plead,يتوسل
races,السباقات
tanya,تانيا
salmon,سمك السلمون
bizarre,غريب
rico,ريكو
isabel,إيزابيل
wig,شعر مستعار
reaches,يصل
heights,مرتفعات
i-i-i,أنا-أنا-أنا
possibilities,إمكانيات
wax,الشمع
travels,يسافر
confidential,مؤتمن
pursuit,سعي
herd,قطيع
scissors,مقص
cd,قرص مضغوط
spies,جواسيس
exams,الامتحانات
invention,اختراع
explaining,شرح
replacement,استبدال
bombing,قصف
erik,إريك
springs,الينابيع
chelsea,تشيلسي
sabrina,سابرينا
kicks,ركلات
integrity,نزاهة
dash,اندفاعة
jae,جاي
senate,مجلس الشيوخ
mentally,عقليا
flee,اهرب
gangster,العصابات
beautifully,جميل
roberts,روبرتس
slim,نحيل
choosing,اختيار
promising,واعدة
objective,موضوعي
joyce,جويس
altogether,تماما
attract,جذب
ernie,إرني
melanie,ميلاني
prep,الإعدادية
neighbours,الجيران
nailed,مسمر
briefcase,حقيبة
buzzer,صفارة
quitting,الإقلاع عن التدخين
puppet,دمية
restore,يعيد
dozens,العشرات
betting,الرهان
pancakes,الفطائر
corridor,الممر
embarrass,إحراج
visits,الزيارات
database,قاعدة البيانات
cheryl,شيريل
achieved,حقق
sucking,مص
encourage,يشجع
grades,الدرجات
gps,نظام تحديد المواقع
barks,ينبح
patterns,أنماط
relevant,مناسب
mafia,مافيا
hudson,هدسون
expense,حساب
intact,متصل
occasionally,أحياناً
kiddo,كيدو
heartbeat,نبض القلب
identical,تطابق
cigar,سيجار
billions,المليارات
alec,أليك
gained,اكتسب
venice,البندقية
classical,كلاسيكي
noodles,الشعرية
consistent,ثابت
clip,مقطع
resign,الاستقالة
insects,الحشرات
failing,فاشل
organic,عضوي
seize,اغتنام
charging,الشحن
mug,قدح
iris,قزحية
crow,غراب
ella,إيلا
fountain,نافورة
observation,ملاحظة
abortion,إجهاض
railroad,السكك الحديدية
straighten,تصويب
legitimate,شرعي
sting,اللدغة
youngest,الأصغر
fork,شوكة
du,du
flynn,فلين
ciao,تشاو
coroner,الطبيب الشرعي
jonas,جوناس
marching,مسيرة
touches,اللمسات
jade,يشم
feared,يخشى
griffin,غريفين
expedition,رحلة استكشافية
forcing,إجبار
neighbour,جار
digital,رقمي
deeds,الأفعال
milan,ميلان
bernie,بيرني
a-,أ-
attic,علية
jr,الابن
whores,عاهرات
sentimental,عاطفي
cooler,أكثر برودة
eun,إيون
bert,بيرت
feds,الفيدرالي
reese,ريس
plea,نداء
polly,بولي
metres,متر
harmony,انسجام
difficulty,صعوبة
bands,العصابات
dried,المجففة
aunty,عمتي
maker,صانع
randall,راندال
supporting,دعم
brake,الفرامل
girlfriends,الصديقات
features,سمات
photography,التصوير الفوتوغرافي
vengeance,الانتقام
inappropriate,غير مناسب
vacuum,مكنسة
throws,رميات
kane,كين
residents,المقيمين
endure,يكابد
substance,مادة
corrupt,فاسد
potter,الخزاف
investigator,محقق
thread,خيط
'it,'هو - هي
priests,الكهنة
gap,فجوة
whining,الأنين
scarf,وشاح
institution,مؤسسة
immortal,أبدي
marsh,مستنقع
chapel,كنيسة صغيرة
desperately,بشدة
accidents,حوادث
alcoholic,كحولي
fabric,قماش
nazis,النازيين
